№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
84,02.03.2022среда,12.2,13.5,прак. занятие,ЗФЭ-1911,,Финансовая безопасность,12,342 (I),доц. Веригина Анастасия Валентиновна
85,02.03.2022среда,14.3,16.0,прак. занятие,ЗФЭ-1911,,Финансовая безопасность,12,342 (I),доц. Веригина Анастасия Валентиновна
86,02.03.2022среда,16.1,16.55,консультация,ЗФЭ-1911,,Инновационные стратегии,12,342 (I),доц. Минеева Светлана Сергеевна
87,03.03.2022четверг,9.0,10.3,лекция,ЗФЭ-1911,,Эконометрика (продвинутый уровень),12,524 (I),проф. Высоцкая Наталия Владимировна
88,03.03.2022четверг,10.4,12.1,прак. занятие,ЗФЭ-1911,,Эконометрика (продвинутый уровень),12,524 (I),проф. Высоцкая Наталия Владимировна
89,03.03.2022четверг,12.2,13.5,экзамен,ЗФЭ-1911,,Управление экономическими рисками,12,524 (I),доц. Никифорова Анна Николаевна
90,03.03.2022четверг,14.3,16.0,экзамен,ЗФЭ-1911,,Управление экономическими рисками,12,,доц. Никифорова Анна Николаевна
91,04.03.2022пятница,9.0,10.3,экзамен,ЗФЭ-1911,,Инновационные стратегии,12,,доц. Минеева Светлана Сергеевна
92,04.03.2022пятница,10.4,12.1,экзамен,ЗФЭ-1911,,Инновационные стратегии,12,,доц. Минеева Светлана Сергеевна
93,18.04.2022понедельник,12.2,13.5,лекция,ЗФЭ-1911,,Эконометрика (продвинутый уровень),12,511 (I),проф. Высоцкая Наталия Владимировна
94,18.04.2022понедельник,14.3,16.0,прак. занятие,ЗФЭ-1911,,Эконометрика (продвинутый уровень),12,511 (I),проф. Высоцкая Наталия Владимировна
95,19.04.2022вторник,12.2,13.05,консультация,ЗФЭ-1911,,Микроэкономика (продвинутый уровень),12,526 (I),доц. Маскаев Станислав Аркадьевич
96,19.04.2022вторник,13.1,13.55,консультация,ЗФЭ-1911,,Компьютерные технологии в экономической науке и образовании,12,526 (I),доц. Савченко Павел Владимирович
97,19.04.2022вторник,14.3,16.0,зачет,ЗФЭ-1911,,Методы исследований в экономике,12,514 (I),проф. Высоцкая Наталия Владимировна
98,19.04.2022вторник,16.1,17.4,зачет,ЗФЭ-1911,,Методы исследований в экономике,12,514 (I),проф. Высоцкая Наталия Владимировна
99,20.04.2022среда,9.0,10.3,экзамен,ЗФЭ-1911,,Компьютерные технологии в экономической науке и образовании,12,202а (I),доц. Савченко Павел Владимирович
100,20.04.2022среда,10.4,12.1,экзамен,ЗФЭ-1911,,Компьютерные технологии в экономической науке и образовании,12,202а (I),доц. Савченко Павел Владимирович
101,20.04.2022среда,12.2,13.5,зачет,ЗФЭ-1911,,Иностранный язык (английский),12,521 (I),доц. Екимова Наталья Викторовна
102,20.04.2022среда,14.3,16.0,зачет,ЗФЭ-1911,,Иностранный язык (английский),12,521 (I),доц. Екимова Наталья Викторовна
