№ п/п,Наименование,Адрес,"Площадь, кв.м.",Год,Категория,Статья расходов,Источник,"Расходы, руб."
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,163524.12419354837
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО лифтов , бюджет,97634.6153846154
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО лифтов , внебюджет,71020.7825
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО ворот и шлагбаумов , бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО ворот и шлагбаумов , внебюджет,15073.170731707318
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,328577.5466595546
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,345658.15374240757
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,7346.237980316788
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Ремонт , бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Ремонт , внебюджет,640942.24
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Подготовка к зиме , бюджет,663003.7732367053
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Подготовка к зиме , внебюджет,134569.8749330155
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Огнезащитная обработка , бюджет,114480.34839278714
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Огнезащитная обработка , внебюджет,0.0
